Stations_id von_datum bis_datum Stationshoehe geoBreite geoLaenge Stationsname Bundesland
04371 19690101 20231206 135 52.1042 8.7521 Salzuflen,_Bad Nordrhein-Westfalen
04386 19790301 20011201 795 47.7610 8.1247 Sankt_Blasien Baden-Wurttemberg
04393 19690101 20231206 5 54.3279 8.6031 Sankt_Peter-Ording Schleswig-Holstein
04424 19660406 19861231 1205 47.9139 7.9083 Schauinsland_(UBA) Baden-Wurttemberg
04445 19891001 19911031 609 51.7658 10.6533 Wernigerode-Schierke Sachsen-Anhalt
04464 19890801 20231206 501 50.5679 11.8041 Schleiz Thuringen
04466 19580201 20231206 43 54.5275 9.5487 Schleswig Schleswig-Holstein
04477 19810101 20100501 993 47.8208 8.1860 Schluchsee Baden-Wurttemberg
04501 19780701 20231206 938 50.6545 10.7696 Schmucke Thuringen
04517 19770301 20081130 635 48.7859 8.6451 Schomberg,_Kr._Calw Baden-Wurttemberg
04549 19770701 19950831 1021 48.1002 8.1969 Schonwald/Schwarzwald Baden-Wurttemberg
04556 19720901 20000831 904 48.1402 8.1991 Schonach Baden-Wurttemberg
04583 19911126 20081226 300 48.7868 9.7456 Schwabisch_Gmund_(Wind) Baden-Wurttemberg
04625 19540101 20231206 59 53.6424 11.3871 Schwerin Mecklenburg-Vorpommern
04629 19721001 19991130 37 54.5166 9.1420 Schwesing Schleswig-Holstein
04642 19761001 20231206 21 52.8911 11.7297 Seehausen Sachsen-Anhalt
04663 19820201 20110412 535 50.1633 12.1188 Selb/Selbbach Bayern
04665 19690101 19750531 431 49.5281 7.0417 Selbach_(Tholey) Saarland
04678 19700101 19880729 1 53.5833 8.0333 Sengwarden Niedersachsen
04735 19770101 19861231 123 48.7833 8.0833 Sollingen Baden-Wurttemberg
04745 19580601 20231206 75 52.9604 9.7930 Soltau Niedersachsen
04752 19580101 20080701 626 50.3746 11.1828 Sonneberg-Neufang Thuringen
04880 19841201 20231206 450 49.0878 10.1240 Stimpfach-Weipertshofen Baden-Wurttemberg
04886 19751101 20070526 3 53.8333 9.3667 Storsperrwerk Schleswig-Holstein
04887 19520101 20231206 734 48.6656 9.8648 Stotten Baden-Wurttemberg
04911 19740101 20231206 351 48.8275 12.5597 Straubing Bayern
04919 19771001 20231206 7 54.4965 8.8069 Strucklahnungshorn Schleswig-Holstein
04927 19490801 19840731 286 48.7693 9.1814 Stuttgart-Stadt Baden-Wurttemberg
04928 19760901 20231206 314 48.8281 9.2000 Stuttgart_(Schnarrenberg) Baden-Wurttemberg
04929 19840901 19850531 311 48.8333 9.2000 Stuttgart_(Schnarrenberg_Aero) Baden-Wurttemberg
04931 19530101 20231206 371 48.6883 9.2235 Stuttgart-Echterdingen Baden-Wurttemberg
04933 19690101 19770630 401 48.7091 9.2147 Stuttgart-Hohenheim Baden-Wurttemberg
04947 19880817 20231206 129 52.2317 10.9200 Supplingen Niedersachsen
05009 19730101 20040630 33 53.7610 12.5574 Teterow Mecklenburg-Vorpommern
05029 19750601 20231206 387 49.4737 7.0385 Tholey Saarland
05049 19790101 20080501 846 47.8991 8.1460 Titisee-Neustadt-Titisee Baden-Wurttemberg
05059 19840101 19950531 781 47.7279 7.9988 Todtmoos Baden-Wurttemberg
05063 19580101 19751031 724 47.7566 11.5819 Tolz,_Bad Bayern
05078 19710101 20231206 2 53.9619 10.8892 Travemunde Schleswig-Holstein
05095 19771201 20010901 700 48.1288 8.2330 Triberg_(Kurpark) Baden-Wurttemberg
05100 19370101 20231206 261 49.7479 6.6583 Trier-Petrisberg Rheinland-Pfalz
05109 20131001 20231206 68 53.5998 13.3039 Trollenhagen Mecklenburg-Vorpommern
05120 19690101 19811031 370 48.5198 9.0515 Tubingen Baden-Wurttemberg
05128 19790601 19901130 668 47.9682 8.7899 Tuttlingen-Mohringen-Vorstadt Baden-Wurttemberg
05142 19820101 20231206 1 53.7445 14.0698 Ueckermunde Mecklenburg-Vorpommern
05154 19740101 19960930 576 48.4000 9.9833 Ulm-Wilhelmsburg Baden-Wurttemberg
05155 19690101 20140901 567 48.3837 9.9524 Ulm Baden-Wurttemberg
05158 19890101 20231206 159 52.1601 11.1759 Ummendorf Sachsen-Anhalt
05226 19870611 20011117 708 47.9530 10.9151 Vilgertshofen Bayern
05244 19760501 19810531 220 49.2581 6.8612 Volklingen-Stadt Saarland
05245 19760101 19920229 187 49.2495 6.8804 Volklingen_(Kraftwerk-Fenne) Saarland
05249 19871208 19901231 464 47.9500 12.1833 Vogtareuth_(A) Bayern
05282 19410101 19701231 246 51.1197 13.6744 Wahnsdorf_bei_Dresden Sachsen
05289 19830101 20050930 595 48.4918 8.5612 Waldachtal-Lutzenhardt Baden-Wurttemberg
05306 19830101 20031210 940 48.9293 13.4641 Waldhauser_(National_Park) Bayern
05308 19700409 19861231 72 52.8009 10.7562 Waldhof_(Luneburger_Heide_UBA) Niedersachsen
05319 19810801 20231206 576 47.9167 9.7076 Waldsee,_Bad-Reute Baden-Wurttemberg
05327 19810714 20231206 404 49.5789 9.3975 Walldurn Baden-Wurttemberg
05347 20021201 20231206 236 51.5039 9.1118 Warburg Nordrhein-Westfalen
05349 19810101 20231206 73 53.5196 12.6654 Waren_(Muritz) Mecklenburg-Vorpommern
05371 19590101 20231206 920 50.4973 9.9427 Wasserkuppe Hessen
05397 19520101 20231206 440 49.6662 12.1844 Weiden Bayern
05404 19720101 20231206 477 48.4024 11.6946 Weihenstephan-Durnast Bayern
05412 19910531 20231206 771 47.6802 8.1964 Weilheim-Bierbronnen Baden-Wurttemberg
05419 19500101 20070630 264 50.9751 11.3076 Weimar Thuringen
05426 19731201 20231206 553 49.3758 8.1212 Weinbiet Rheinland-Pfalz
05431 19730101 19760930 24 53.0333 11.8000 Weisen_bei_Wittenberge Sachsen-Anhalt
05440 19690101 20231206 439 49.0115 10.9308 Weissenburg-Emetzheim Bayern
05467 19690101 20120921 1832 47.7035 12.0119 Wendelstein Bayern
05480 19750101 20231206 85 51.5763 7.8879 Werl Nordrhein-Westfalen
05490 19530101 20231206 233 51.8454 10.7686 Wernigerode Sachsen-Anhalt
05515 19650101 19861231 12 54.9231 8.3080 Westerland_(UBA) Schleswig-Holstein
05516 19570701 20231206 3 54.5283 11.0606 Fehmarn Schleswig-Holstein
05538 20180126 20231206 551 47.8827 11.1576 Wielenbach_(Demollstr.) Bayern
05546 19860701 20231206 187 52.1206 12.4586 Wiesenburg Brandenburg
05560 19771101 20030629 740 48.7501 8.5365 Wildbad,_Bad-Sommerberg Baden-Wurttemberg
05564 19750101 19920331 88 51.1167 6.2167 Wildenrath Nordrhein-Westfalen
05582 19841101 20051231 580 51.2940 8.6026 Willingen/Upland Hessen
05629 19610101 20231206 105 51.8891 12.6446 Wittenberg Sachsen-Anhalt
05640 19690101 20231130 10 53.5503 7.6672 Wittmundhafen Niedersachsen
05663 19820101 19961130 118 53.4618 13.6099 Woldegk Mecklenburg-Vorpommern
05665 19890501 20100501 677 47.8180 9.7970 Wolfegg Baden-Wurttemberg
05675 19780801 19880831 56 52.4411 10.7587 Wolfsburg Niedersachsen
05705 19660101 20231206 268 49.7704 9.9576 Wurzburg Bayern
05715 19740101 20231130 49 52.4626 9.4245 Wunstorf Niedersachsen
05732 19360101 19710731 9 54.6928 8.5271 Wrixum/Fohr Schleswig-Holstein
05745 19810101 19911031 51 52.9663 13.3268 Zehdenick Brandenburg
05779 19760401 20231206 877 50.7313 13.7516 Zinnwald-Georgenfeld Sachsen
05792 19760101 20231206 2956 47.4210 10.9848 Zugspitze Bayern
05797 20140922 20231206 349 50.6879 12.4329 Lichtentanne Sachsen
05800 20060711 20231206 615 49.0280 13.2385 Zwiesel Bayern
05825 20120704 20231206 40 52.6198 12.7867 Berge Brandenburg
05839 19970701 20231206 -0 53.3881 7.2287 Emden Niedersachsen
05841 19770301 19790228 600 48.6667 8.4667 Enzklosterle_(A) Baden-Wurttemberg
05851 19970312 20231206 392 51.0806 8.8769 Frankenberg-Geismar Hessen
05856 19961231 20231206 476 48.5451 13.3532 Furstenzell Bayern
05871 19981101 20231206 497 49.9463 7.2645 Hahn Rheinland-Pfalz
05877 19970310 20231206 5 54.3160 10.8002 Putlos Schleswig-Holstein
05906 19690101 20231206 98 49.5063 8.5584 Mannheim Baden-Wurttemberg
05930 19810801 20231206 1 54.6410 10.0238 Schonhagen_(Ostseebad) Schleswig-Holstein
06091 19971008 20231206 14 53.7674 7.6721 Spiekeroog_(SWN) Niedersachsen
06096 19980717 20231206 416 49.1423 10.7301 Altmuhlsee Bayern
06097 19981104 20231206 4 54.4738 12.5014 Darsser_Ort_(SWN) Mecklenburg-Vorpommern
06098 20000503 20100430 398 47.8147 9.0237 Stockach-Espasingen Baden-Wurttemberg
06099 20000420 20231206 449 47.7020 8.7318 Gailingen Baden-Wurttemberg
06101 19991216 20231206 51 54.1323 11.6719 Bastorf-Kagsdorf_(SWN) Mecklenburg-Vorpommern
06102 19990331 20231206 397 47.5396 9.6843 Lindau_(SWN) Bayern
06103 20000606 20231206 923 47.4287 11.2616 Mittenwald/Obb. Bayern
06106 20020630 20231206 62 53.3311 12.7149 Rechlin Mecklenburg-Vorpommern
06107 19990414 20231206 703 47.8076 9.1035 Sipplingen_(SWN) Baden-Wurttemberg
06108 20010627 20231206 7 53.7197 9.4192 Ruthenstrom Niedersachsen
06136 19820801 19950430 220 50.7000 8.3000 Dillenburg-Niederscheld_(Klaranlage) Hessen
06159 20081201 20231206 8 52.9542 7.3197 Dorpen Niedersachsen
06163 20021201 20231206 27 54.1654 10.3519 Dornick Schleswig-Holstein
06181 19870601 19921231 218 51.3154 9.4281 Kassel-Wilhelmshohe Hessen
06183 19760201 19891231 16 54.9101 8.3268 Westerland_(Wind) Schleswig-Holstein
06184 19880801 19891130 6 53.5333 8.1667 Wilhelmshaven_(Flugplatz) Niedersachsen
06189 19710101 19950831 34 53.1333 9.3500 Rotenburg_(Wumme)_(Flugplatz) Niedersachsen
06192 20000201 20081031 115 49.8083 7.8458 Munster_am_Stein,_Bad Rheinland-Pfalz
06196 20110519 20220405 611 50.1587 12.0386 Selb-Spielberg Bayern
06197 20021201 20231206 258 51.8664 9.2710 Lugde-Paenbruch Nordrhein-Westfalen
06211 19870610 20231206 464 47.9550 12.1735 Vogtareuth_(Klaranlage) Bayern
06221 19910903 19940630 6 53.5084 7.0781 Krummhorn_(Hooge) Niedersachsen
06238 20011123 20170729 675 47.9946 11.2690 Starnberg-Perchting Bayern
06242 20181019 20210701 64 50.4088 7.4890 Mulheim-Karlich Rheinland-Pfalz
06243 20180712 20231206 96 49.2506 8.4422 Philippsburg_KKW Baden-Wurttemberg
06244 20180712 20231206 145 49.3650 9.0804 Obrigheim Baden-Wurttemberg
06245 20180611 20231206 180 49.0423 9.1733 Neckarwestheim_KKW Baden-Wurttemberg
06247 20180701 20231206 307 47.6078 8.1813 Dogern_(Leibstadt) Baden-Wurttemberg
06253 20011001 20231206 31 52.4228 12.5667 Brandenburg/Havel Brandenburg
06255 20181018 20181231 351 49.4667 6.3968 Perl/Saar Saarland
06277 19710101 19900430 66 52.4167 10.6667 Wolfsburg_(Schleuse) Niedersachsen
06314 20061127 20231206 306 51.0507 13.3003 Nossen Sachsen
06344 20101001 20231206 168 50.3940 8.1423 Runkel-Ennerich Hessen
07244 19810101 20040928 62 53.1424 13.0319 Neuglobsow_(HM) Brandenburg
07308 19850206 20180125 541 47.8847 11.1540 Wielenbach Bayern
07341 20050801 20231206 119 50.0900 8.7862 Offenbach-Wetterpark Hessen
07351 20050908 20231206 115 53.3176 13.4175 Feldberg/Mecklenburg Mecklenburg-Vorpommern
07367 20071201 20231206 144 51.9643 9.8072 Alfeld Niedersachsen
07368 20071101 20231206 312 51.0007 10.3621 Eisenach Thuringen
07369 20071101 20231206 475 49.1623 10.3661 Feuchtwangen-Heilbronn Bayern
07370 20061211 20231206 499 49.3910 12.6838 Waldmunchen Bayern
07374 20060301 20231206 46 52.0813 6.9409 Ahaus Nordrhein-Westfalen
07389 20130501 20231206 83 52.7461 13.8427 Heckelberg Brandenburg
07391 20120201 20231206 443 49.5561 8.9669 Oberzent-Beerfelden-Vogelherd Hessen
07392 20080101 20231206 304 50.3332 10.4487 Aubstadt Bayern
07393 20100101 20231206 116 51.4492 14.2533 Hoyerswerda Sachsen
07394 20060601 20231206 622 50.0315 11.9745 Wunsiedel-Schonbrunn Bayern
07395 20071201 20231206 351 48.6595 12.5388 Gottfrieding Bayern
07396 20080501 20231206 740 50.5084 9.2246 Hoherodskopf/Vogelsberg Hessen
07403 20070402 20231206 672 47.7955 10.0325 Leutkirch-Herlazhofen Baden-Wurttemberg
07410 20110201 20231206 350 50.7513 9.0224 Neu-Ulrichstein Hessen
07412 20061001 20231206 340 50.0083 9.4238 Neuhutten/Spessart Bayern
07416 20080911 20231206 541 51.0112 8.2733 Birkelbach Nordrhein-Westfalen
10510 20090101 20231206 244 48.8059 9.5046 Winterbach/Remstal Baden-Wurttemberg
13667 20061123 20080706 274 48.0006 7.8450 Freiburg-Mitte Baden-Wurttemberg
13674 20070801 20231206 237 49.2943 8.9053 Waibstadt Baden-Wurttemberg
13676 20100101 20231206 378 48.8608 12.0323 Langquaid-Oberschneidhart Bayern
13693 20080611 20231206 70 51.9258 8.3111 Gutersloh/Ems Nordrhein-Westfalen
13701 20080901 20231206 250 51.1945 9.9885 Eschwege-Eltmannshausen Hessen
13711 20161201 20231206 289 50.6820 11.5150 Krolpa-Rockendorf Thuringen
13900 19950101 20231206 145 50.2688 9.3580 Soden,Bad-Salmunster_(Klaranlage) Hessen
13901 19790201 20231206 41 51.7343 7.1998 Haltern_(Wasserwerk) Nordrhein-Westfalen
13932 19870521 20231206 388 48.3617 13.1938 Rotthalmunster_(Landwirtschaftsamt) Bayern
13952 20090201 20231206 278 51.4089 8.0094 Arnsberg-Muschede Nordrhein-Westfalen
13965 20081201 20231206 619 48.2639 8.8134 Balingen-Bronnhaupten Baden-Wurttemberg
14003 19741001 19800930 728 47.8619 10.6144 Kaufbeuren_(Flugplatz) Bayern
15000 20110401 20231206 231 50.7983 6.0244 Aachen-Orsbach Nordrhein-Westfalen
15044 20111001 20231206 199 50.4517 7.4058 Neuwied-Feldkirchen-Hullenberg Rheinland-Pfalz
15120 20120301 20231206 379 51.5572 8.7019 Haaren Nordrhein-Westfalen
15122 20120401 20231206 380 49.5200 10.2854 Ergersheim-Neuherberg Bayern
15189 20130501 20231206 12 53.8281 12.5936 Sukow-Levitzow Mecklenburg-Vorpommern
15190 20180701 20231206 18 51.6802 6.4349 Xanten_(Wasserwerk) Nordrhein-Westfalen
15200 20130601 20231206 327 51.2531 7.2157 Wuppertal Nordrhein-Westfalen
15207 20131101 20231206 317 51.2835 9.3590 Schauenburg-Elgershausen Hessen
15214 20131101 20231206 808 47.6248 10.8075 Halblech-Bayerniederhofen Bayern
15444 20140901 20231206 593 48.4418 9.9216 Ulm-Mahringen Baden-Wurttemberg
15520 20150901 20231206 656 47.8190 12.2956 Frasdorf-Greimelberg Bayern
15547 20161001 20231206 215 49.1259 9.1428 Heilbronn/Neckar Baden-Wurttemberg
15801 20201001 20231206 718 48.8257 13.5922 Hinterschmiding-Sonndorf Bayern
15813 20220301 20231206 40 52.5126 7.4131 Lingen-Baccum Niedersachsen
15911 20210601 20231206 278 51.1348 14.4343 Grosspostwitz-Denkwitz Sachsen
15976 20200402 20231206 216 49.9529 8.2107 Ober-Olm/Bellem Rheinland-Pfalz
15978 20200402 20231206 316 49.5044 7.8618 Sembach Rheinland-Pfalz
19171 20200901 20231206 13 54.0039 9.8555 Hasenkrug-Hardebek Schleswig-Holstein
19207 20230401 20231206 16 53.8178 12.0645 Gulzow-Pruzen Mecklenburg-Vorpommern
19317 19740101 19810630 486 48.2333 11.5667 Oberschleissheim/Flugplatz Bayern
19576 20230901 20230908 249 49.8044 8.8582 Reinheim-Hundertmorgen Hessen
19580 19750701 20051031 471 48.4951 9.4003 Urach,_Bad/Erms Baden-Wurttemberg
19581 19770601 20041231 600 48.6671 8.4700 Enzklosterle/Schwarzwald Baden-Wurttemberg
19582 19760701 20010831 754 48.1419 8.4255 Konigsfeld Baden-Wurttemberg
